key,language_key,name
GB-TAM,sr,Тамесиде
GB-TFW,sr,Телфорд анд Врекин
GB-THR,sr,Тхуррочк
GB-TOB,sr,Торбаи
GB-TOF,sr,Торфаен [Тор-фаен]
GB-TRF,sr,Трафорд
GB-TWH,sr,Товер Хамлетс
GB-VGL,sr,"Долина Гламоргана, [Бро Морганнвг ГБ-БМГ]"
GB-WAR,sr,Варвицксхире
GB-WBK,sr,Вест Берксхире
GB-WDU,sr,Вест Дунбартоншире
GB-WFT,sr,Валтхам Форест
GB-WGN,sr,Виган
GB-WIL,sr,Вилтсхире
GB-WKF,sr,Вакефиелд
GB-WLL,sr,Валсалл
GB-WLN,sr,Вест Лотхиан
GB-WLS,sr,Велс
GB-WLV,sr,Волверхамптон
GB-WND,sr,Вандсвортх
GB-WNH,sr,Вест Нортхамптоншире
GB-WNM,sr,Виндсор анд Маиденхеад
GB-WOK,sr,Вокингхам
GB-WOR,sr,Ворцестерсхире
GB-WRL,sr,Виррал
GB-WRT,sr,Варрингтон
GB-WRX,sr,Рекхам [Врецсам ГБ-ВРЦ]
GB-WSM,sr,Вестминстер
GB-WSX,sr,Вест Суссек
GB-YOR,sr,Иорк
GB-ZET,sr,Шетланд Исландс
