key,language_key,name
GB-DRS,tg,Дерри ва Страбан
GB-DUD,tg,Дадли
GB-DUR,tg,"Дарем, округ"
GB-EAL,tg,Эйлинг
GB-EAY,tg,Шарқи Айршир
GB-EDH,tg,"Эдинбург, шаҳри"
GB-EDU,tg,Шарқи Данбартоншир
GB-ELN,tg,Лотиан Шарқӣ
GB-ELS,tg,Эйлин Сиар
GB-ENF,tg,Энфилд
GB-ENG,tg,Ингилистон
GB-ERW,tg,Шарқи Ренфрюшир
GB-ERY,tg,Ридинги Шарқии Йоркшир
GB-ESS,tg,Эссекс
GB-ESX,tg,Шарқии Сассекс
GB-FAL,tg,Фолкирк
GB-FIF,tg,Файф
GB-FLN,tg,\N
GB-FMO,tg,Фермана ва Омаг
GB-GAT,tg,Гейтсхед
GB-GLG,tg,Шаҳри Глазго
GB-GLS,tg,Глостершир
GB-GRE,tg,Гринвич
GB-GWN,tg,Гвинедд
GB-HAL,tg,Халтон
GB-HAM,tg,Ҳэмпшир
GB-HAV,tg,Хаверинг
GB-HCK,tg,Хакни
GB-HEF,tg,Герефордшир
GB-HIL,tg,Хиллингдон
GB-HLD,tg,Баландкӯҳи
GB-HMF,tg,Хаммерсмит ва Фулхэм
GB-HNS,tg,Хонслоу
GB-HPL,tg,Хартлпул
GB-HRT,tg,Ҳертфордшир
GB-HRW,tg,Харроу
GB-HRY,tg,Харинги
GB-IOS,tg,Ҷазираҳои Скилли
GB-IOW,tg,Ҷазираи Уайт
GB-ISL,tg,Ислингтон
GB-IVC,tg,Инверклид
GB-KEC,tg,Кенсингтон ва Челси
GB-KEN,tg,Кент
GB-KHL,tg,Кингстон апон Халл
GB-KIR,tg,Кирклис
GB-KTT,tg,Кингстон ба Темза
GB-KWL,tg,Носли
GB-LAN,tg,Ланкашир
GB-LBC,tg,Лисберн ва Кастлереа
GB-LBH,tg,Ламбет
GB-LCE,tg,Лестер
GB-LDS,tg,Лидс
GB-LEC,tg,Лестершир
GB-LEW,tg,Льюишам
GB-LIN,tg,Линколншир
GB-LIV,tg,Ливерпул
GB-LND,tg,"Лондон, шаҳри"
GB-LUT,tg,Лутон
GB-MAN,tg,Манчестер
GB-MDB,tg,Мидлсбро
GB-MDW,tg,Медвей
GB-MEA,tg,Антрими Миёна ва Шарқӣ
GB-MIK,tg,Милтон Кейнс
GB-MLN,tg,Мидлотиан
GB-MON,tg,"Монмутшир [ҷаноби Финви, Британияи КАБИР-ФЮН]"
GB-MRT,tg,Мертон
GB-MRY,tg,Мурей
GB-MTY,tg,\N
GB-MUL,tg,Мид-Улстер
GB-NAY,tg,Айршири Шимолӣ
GB-NBL,tg,Нортумберленд
GB-NEL,tg,Шимолу Шарқи Линколншир
GB-NET,tg,Ньюкасл апон Тайн
GB-NFK,tg,Норфолк
GB-NGM,tg,Ноттингем
GB-NIR,tg,Ирландияи Шимолӣ
GB-NLK,tg,Ланаркшири Шимолӣ
GB-NLN,tg,Линколншири Шимолӣ
GB-NMD,tg,"Нюри, Морн ва Даун"
GB-NNH,tg,Нортгемптоншири Шимолӣ
GB-NSM,tg,Сомерсети Шимолӣ
GB-NTL,tg,\N
GB-NTT,tg,Ноттингемшир
GB-NTY,tg,Тинесайди Шимолӣ
GB-NWM,tg,Ньюхэм
GB-NWP,tg,\N
GB-NYK,tg,Йоркшири Шимолӣ
GB-OLD,tg,Олдхэм
GB-ORK,tg,Ҷазираҳои Оркни
GB-OXF,tg,Оксфордшир
GB-PEM,tg,\N
GB-PKN,tg,Перт ва Кинросс
GB-PLY,tg,Плимут
GB-POR,tg,Портсмут
GB-POW,tg,Пойс
GB-PTE,tg,Питерборо
GB-RCC,tg,Редкар ва Кливленд
GB-RCH,tg,Рочдейл
GB-RCT,tg,\N
GB-RDB,tg,Редбридж
GB-RDG,tg,Хондан
GB-RFW,tg,Ренфрюшир
GB-RIC,tg,Ричмонд бар Темза
GB-ROT,tg,Ротерхэм
GB-RUT,tg,Рутланд
GB-SAW,tg,Сандвелл
GB-SAY,tg,Айршири Ҷанубӣ
GB-SCB,tg,Сарҳадҳои Шотландия
GB-SCT,tg,Шотландия
GB-SFK,tg,Суффолк
GB-SFT,tg,Сефтон
GB-SGC,tg,Глостершири Ҷанубӣ
GB-SHF,tg,Шеффилд
GB-SHN,tg,Сент Ҳеленс
GB-SHR,tg,Шропшир
GB-SKP,tg,Стокпорт
GB-SLF,tg,Салфорд
GB-SLG,tg,Слоф
GB-SLK,tg,Ланаркшири Ҷанубӣ
GB-SND,tg,Сандерленд
GB-SOL,tg,Солихулл
GB-SOM,tg,Сомерсет
GB-SOS,tg,Саутенд-на-Баҳр
GB-SRY,tg,Суррей
GB-STE,tg,Сток-он-Трент
GB-STG,tg,Стирлинг
GB-STH,tg,Саутгемптон
GB-STN,tg,Саттон
GB-STS,tg,Стаффордшир
GB-STT,tg,Стоктон-на-Тис
GB-STY,tg,Тайнесайди Ҷанубӣ
GB-SWA,tg,Суонси [Абертаве ГБ-АТА]
GB-SWD,tg,Суиндон
GB-SWK,tg,Саутворк
GB-TAM,tg,Тамесид
GB-TFW,tg,Телфорд ва Врекин
GB-THR,tg,Туррок
GB-TOB,tg,Торбай
GB-TOF,tg,Торфаен [Тор-фаен]
GB-TRF,tg,Траффорд
GB-TWH,tg,Манораи Ҳамл
GB-VGL,tg,\N
GB-WAR,tg,Уорвикшир
GB-WBK,tg,Беркшири Ғарбӣ
GB-WDU,tg,Ғарби Данбартоншир
GB-WFT,tg,Форест Уолтам
GB-WGN,tg,Уиган
GB-WIL,tg,Вилтшир
GB-WKF,tg,Уэйкфилд
GB-WLL,tg,Уолсолл
GB-WLN,tg,Лотиан Ғарбӣ
GB-WLS,tg,Уэльс
GB-WLV,tg,Вулверхэмптон
GB-WND,tg,Вандсворт
GB-WNH,tg,Ғарби Нортгемптоншир
GB-WNM,tg,Виндзор ва Мэйденхед
GB-WOK,tg,Вокингем
GB-WOR,tg,Вустершир
GB-WRL,tg,Виррал
GB-WRT,tg,Уоррингтон
GB-WRX,tg,\N
GB-WSM,tg,Вестминстер
GB-WSX,tg,Ғарби Сассекс
GB-YOR,tg,Йорк
GB-ZET,tg,Ҷазираҳои Шетланд
